track_id,track_title,artist_name,release_date,genre,duration_sec,ownership_share_pct,catalog_weight_hint,is_focus_track,is_explicit,language,territory_origin
TRK_E_001,Evergreen Song 1,Stable Artist 4,2021-01-31,Pop,226,100.0,2.394226701873482,True,False,en,US
TRK_E_002,Evergreen Song 2,Stable Artist 8,2021-05-23,Pop,191,100.0,2.407040938951645,True,False,en,US
TRK_E_003,Evergreen Song 3,Stable Artist 5,2022-08-13,Rock,216,100.0,0.6032625802378799,True,False,en,US
TRK_E_004,Evergreen Song 4,Stable Artist 6,2021-03-30,Pop,213,100.0,1.8987505024131486,True,False,en,US
TRK_E_005,Evergreen Song 5,Stable Artist 3,2020-12-18,Indie,209,100.0,3.184711201843248,True,False,en,US
TRK_E_006,Evergreen Song 6,Stable Artist 7,2020-04-20,Rock,220,100.0,3.451956937270152,False,False,en,US
TRK_E_007,Evergreen Song 7,Stable Artist 9,2018-08-30,Rock,218,100.0,1.9234107924782244,False,True,en,US
TRK_E_008,Evergreen Song 8,Stable Artist 8,2019-05-24,Indie,190,100.0,1.1218164595307523,False,False,en,US
TRK_E_009,Evergreen Song 9,Stable Artist 8,2022-05-05,Rock,168,100.0,2.3066427302221664,False,True,en,US
TRK_E_010,Evergreen Song 10,Stable Artist 2,2019-02-06,Rock,199,100.0,3.2895329820732817,False,False,en,US
TRK_E_011,Evergreen Song 11,Stable Artist 8,2020-03-26,Rock,179,100.0,1.4162216403188066,False,False,en,US
TRK_E_012,Evergreen Song 12,Stable Artist 9,2018-08-05,Pop,162,100.0,3.0112145275115147,False,True,en,US
TRK_E_013,Evergreen Song 13,Stable Artist 8,2019-06-05,Pop,227,100.0,2.791307431860945,False,False,en,US
TRK_E_014,Evergreen Song 14,Stable Artist 7,2022-12-02,Rock,236,100.0,0.9490644245583715,False,False,en,US
TRK_E_015,Evergreen Song 15,Stable Artist 2,2020-02-19,Pop,204,100.0,1.5779728728616247,False,False,en,US
TRK_E_016,Evergreen Song 16,Stable Artist 3,2019-12-27,Pop,197,100.0,1.7514699280123744,False,False,en,US
TRK_E_017,Evergreen Song 17,Stable Artist 1,2019-10-05,Pop,254,100.0,2.0845875801023728,False,False,en,US
TRK_E_018,Evergreen Song 18,Stable Artist 3,2020-11-04,Indie,220,100.0,3.2923460371311384,False,False,en,US
TRK_E_019,Evergreen Song 19,Stable Artist 4,2020-10-17,Rock,218,100.0,2.222936493483934,False,False,en,US
TRK_E_020,Evergreen Song 20,Stable Artist 7,2019-06-09,Indie,179,100.0,2.68848284430108,False,False,en,US
TRK_E_021,Evergreen Song 21,Stable Artist 9,2019-11-13,Pop,217,100.0,1.161493598137564,False,False,en,US
TRK_E_022,Evergreen Song 22,Stable Artist 7,2021-09-16,Pop,219,100.0,1.5564002078345276,False,True,en,US
TRK_E_023,Evergreen Song 23,Stable Artist 9,2021-11-01,Pop,130,100.0,1.2682708045171054,False,True,en,US
TRK_E_024,Evergreen Song 24,Stable Artist 8,2019-11-15,Indie,220,100.0,1.1065722186760978,False,False,en,US
TRK_E_025,Evergreen Song 25,Stable Artist 9,2022-02-04,Pop,209,100.0,1.3426898287044358,False,False,en,US
TRK_E_026,Evergreen Song 26,Stable Artist 1,2021-11-11,Pop,209,100.0,1.4567582703121313,False,True,en,US
TRK_E_027,Evergreen Song 27,Stable Artist 2,2018-04-23,Rock,196,100.0,1.6377284028054722,False,False,en,US
TRK_E_028,Evergreen Song 28,Stable Artist 2,2022-07-20,Pop,207,100.0,2.071539036386528,False,False,en,US
TRK_E_029,Evergreen Song 29,Stable Artist 7,2021-12-10,Indie,186,100.0,2.788931325167991,False,False,en,US
TRK_E_030,Evergreen Song 30,Stable Artist 2,2020-06-02,Rock,233,100.0,1.7992359737118002,False,False,en,US
TRK_E_031,Evergreen Song 31,Stable Artist 1,2018-05-24,Pop,180,100.0,0.7234362286422443,False,False,en,US
TRK_E_032,Evergreen Song 32,Stable Artist 4,2020-08-12,Indie,193,100.0,2.737652139750396,False,False,en,US
TRK_E_033,Evergreen Song 33,Stable Artist 7,2021-03-17,Pop,182,100.0,3.4154342127100423,False,True,en,US
TRK_E_034,Evergreen Song 34,Stable Artist 2,2019-04-18,Indie,256,100.0,2.2277645543331417,False,False,en,US
TRK_E_035,Evergreen Song 35,Stable Artist 9,2018-09-20,Pop,200,100.0,3.296709223448034,False,False,en,US
TRK_E_036,Evergreen Song 36,Stable Artist 9,2020-10-11,Pop,203,100.0,1.6501624745244945,False,False,en,US
TRK_E_037,Evergreen Song 37,Stable Artist 4,2021-02-28,Rock,228,100.0,0.8537307603899957,False,True,en,US
TRK_E_038,Evergreen Song 38,Stable Artist 8,2021-12-16,Rock,246,100.0,0.6285562749017812,False,True,en,US
TRK_E_039,Evergreen Song 39,Stable Artist 9,2018-04-09,Pop,180,100.0,2.060004305248675,False,False,en,US
TRK_E_040,Evergreen Song 40,Stable Artist 9,2020-08-14,Pop,177,100.0,0.6552321705433011,False,False,en,US
TRK_E_041,Evergreen Song 41,Stable Artist 4,2020-03-26,Indie,181,100.0,2.231046363586492,False,False,en,US
TRK_E_042,Evergreen Song 42,Stable Artist 7,2019-04-15,Rock,243,100.0,1.3340172539752124,False,False,en,US
TRK_E_043,Evergreen Song 43,Stable Artist 3,2021-10-20,Rock,205,100.0,1.6527729820881645,False,False,en,US
TRK_E_044,Evergreen Song 44,Stable Artist 1,2020-05-28,Pop,236,100.0,1.292540442773817,False,False,en,US
TRK_E_045,Evergreen Song 45,Stable Artist 3,2022-03-20,Pop,156,100.0,3.2554807118509594,False,False,en,US
TRK_E_046,Evergreen Song 46,Stable Artist 8,2020-11-26,Pop,202,100.0,1.8874505408530886,False,False,en,US
TRK_E_047,Evergreen Song 47,Stable Artist 1,2021-01-27,Indie,181,100.0,1.4075858558066523,False,False,en,US
TRK_E_048,Evergreen Song 48,Stable Artist 9,2018-01-18,Rock,192,100.0,3.413705915258732,False,False,en,US
TRK_E_049,Evergreen Song 49,Stable Artist 8,2019-11-17,Rock,211,100.0,3.2370896221402234,False,False,en,US
TRK_E_050,Evergreen Song 50,Stable Artist 6,2021-11-17,Indie,175,100.0,1.4830526938847517,False,False,en,US
